WORDCOUNT,LOCATION,ORGANIZATION,PERSON,MONEY,DATE,TIME,PERCENT,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,LIKES,COMMENTS,DT,JJ,NN,VBZ,VBN,TO,VB,CD,IN,JJS,VBG,NNS,NNP,VBD,PRP$,CC,WP,RB,PRP,VBP,RBR,RP,MD,WDT,WRB,JJR,EX,NNPS,world,blogs,disability,entertainment,magazine,technology,help,business,education,uk,rugby,election,health,science,Shares
304,0,8,6,0,2,0,0,0,0,1,0,0,0,0,538,210,30,14,52,6,8,14,20,3,41,0,9,25,26,8,1,10,2,7,13,8,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,251
136,0,9,6,0,9,0,0,1,0,0,0,0,0,0,0,0,11,13,18,5,4,1,2,8,17,0,0,10,27,7,2,5,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,0,3,2,0,2,0,0,0,0,0,1,0,0,0,4,2,16,11,24,7,6,4,4,9,18,0,2,13,15,1,1,3,1,8,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
173,0,1,8,0,2,0,0,0,0,1,0,0,0,0,0,2,13,11,24,6,3,3,2,10,28,0,4,17,28,2,2,4,0,4,2,3,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
196,0,6,7,0,2,0,0,0,0,0,0,1,0,0,207,210,21,11,29,11,3,5,2,5,22,0,4,13,30,5,5,6,3,6,7,4,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,406
172,0,11,0,0,3,0,0,0,0,1,0,0,0,0,7638,3428,17,11,21,6,2,9,7,4,18,0,7,13,18,2,2,7,3,6,3,8,0,1,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2779
887,0,30,8,0,9,0,0,0,0,0,0,0,0,1,176,118,92,39,141,31,23,26,27,15,100,6,13,42,119,24,14,26,3,57,34,18,0,7,8,4,9,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,323
314,0,13,11,0,2,0,0,0,0,1,0,0,0,0,12,1,26,16,44,12,14,6,8,6,46,0,3,27,46,4,9,7,1,2,16,8,2,2,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
102,0,2,7,0,2,0,0,0,1,0,0,0,0,0,6,0,7,4,17,5,2,1,0,9,13,0,2,4,17,2,5,1,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
148,0,2,7,0,2,0,0,0,0,1,0,0,0,0,53,20,13,9,21,9,6,6,7,4,16,0,1,16,18,3,2,5,0,2,0,5,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97
257,0,9,11,0,2,0,0,0,0,0,0,1,0,0,1265,1228,20,16,45,11,12,3,5,11,34,0,5,17,29,3,8,8,1,8,8,3,1,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,991
226,0,10,4,0,8,0,0,0,0,1,0,0,0,0,10230,6763,25,17,42,6,7,5,3,20,32,0,3,15,28,3,4,3,1,2,0,2,0,0,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4692
171,0,4,5,0,4,0,0,0,0,1,0,0,0,0,23,8,21,10,27,7,8,4,5,9,21,0,2,15,23,2,2,3,0,4,1,3,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
196,0,3,6,0,3,0,0,0,0,1,0,0,0,0,2,0,19,14,29,12,6,3,3,8,19,0,8,15,27,5,7,5,2,3,5,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1379,0,19,22,0,6,0,0,0,0,1,0,0,0,0,0,0,108,95,194,46,42,32,43,30,178,0,33,84,136,40,10,56,9,74,72,53,2,2,17,8,7,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,0,5,4,0,4,0,0,0,0,1,0,0,0,0,14,23,35,15,38,8,14,5,6,15,29,2,5,27,25,3,2,7,0,5,0,8,2,2,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
104,0,2,2,0,4,0,0,0,0,1,0,0,0,0,79,22,9,8,15,7,2,1,1,4,15,1,1,5,22,2,1,2,0,1,0,1,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
153,0,6,10,0,6,0,0,0,0,1,0,0,0,0,0,0,14,7,28,6,3,2,0,8,23,0,3,8,33,4,1,4,1,1,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,0,7,6,0,3,0,0,0,0,1,0,0,0,0,0,0,27,17,33,7,10,6,5,13,26,0,3,17,28,3,2,7,1,4,4,8,0,0,0,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,0,3,5,0,4,0,0,0,0,1,0,0,0,0,221,25,12,6,15,4,3,2,1,6,13,1,3,4,28,7,2,3,0,2,3,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,118
201,0,10,4,0,2,0,0,1,0,0,0,0,0,0,0,0,24,8,28,8,6,2,4,7,29,0,4,11,40,2,2,5,2,5,3,4,1,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
267,0,13,4,0,4,0,0,0,1,0,0,0,0,0,612,301,23,16,40,9,13,10,10,8,35,0,2,25,38,4,1,7,0,9,3,9,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42
174,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,9,11,22,11,5,6,5,5,25,0,2,15,14,4,6,5,1,1,16,7,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,0,1,3,0,3,0,0,0,0,0,0,1,0,0,5,5,21,8,16,10,6,7,6,8,24,1,3,14,30,5,4,3,2,7,6,3,0,1,1,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
152,0,2,2,0,3,0,0,1,0,0,0,0,0,0,2,2,15,12,19,8,5,4,5,6,23,0,5,11,22,0,1,5,1,1,2,3,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
167,0,5,4,0,3,0,0,0,1,0,0,0,0,0,14,4,24,7,21,7,5,5,4,11,22,0,3,8,29,1,2,3,1,3,3,3,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
237,0,2,6,0,3,0,0,0,0,0,1,0,0,0,1,0,14,12,32,11,8,11,11,6,32,0,9,19,21,2,3,6,0,15,12,11,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
223,0,3,5,0,2,0,0,0,0,0,1,0,0,0,1,5,24,12,29,18,7,8,6,7,34,0,3,13,21,2,2,8,2,7,10,5,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1058,0,15,12,0,4,0,0,0,1,0,0,0,0,0,291,189,121,87,150,37,33,17,25,11,145,1,16,108,59,29,10,40,6,49,38,34,0,2,7,9,13,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,385
158,0,13,2,0,3,0,0,0,0,0,1,0,0,0,0,0,15,9,25,4,2,2,6,4,21,0,3,12,24,2,2,5,1,1,4,10,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
246,0,19,2,0,3,0,0,0,0,1,0,0,0,0,1,0,18,16,43,3,6,5,7,14,26,1,3,13,35,17,7,10,1,6,7,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
169,0,12,7,0,2,0,0,0,0,0,0,1,0,0,1,0,10,13,22,9,5,6,4,5,21,1,1,13,26,6,4,5,2,5,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
121,0,8,10,0,4,0,0,0,0,1,0,0,0,0,0,0,8,6,15,3,2,2,2,10,14,0,1,12,31,4,3,3,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
117,0,7,4,0,3,0,0,0,0,1,0,0,0,0,599,251,13,7,12,7,5,2,3,16,11,0,1,2,24,3,2,1,0,0,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,339
91,0,7,0,0,2,0,0,0,0,0,0,0,0,1,735,347,5,6,16,4,1,2,2,4,9,0,0,3,20,3,5,2,0,0,3,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,767
137,0,9,2,0,2,0,0,0,0,0,0,0,1,0,226,145,8,9,27,5,3,2,2,4,22,1,2,13,20,3,3,4,0,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118
201,0,8,8,0,2,0,0,0,1,0,0,0,0,0,89,11,21,14,37,4,15,6,6,5,24,0,6,12,23,4,3,4,1,3,3,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62
87,0,5,2,0,2,0,0,0,1,0,0,0,0,0,58,53,7,3,14,4,1,1,2,4,13,1,0,6,16,0,4,3,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
58,0,2,2,0,2,0,0,0,0,0,0,1,0,0,263,49,5,1,12,4,1,2,1,4,5,1,0,1,13,1,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111
114,0,13,2,0,2,0,0,0,0,0,0,1,0,0,107,38,7,6,13,5,1,1,3,6,15,1,3,6,24,0,1,3,1,5,2,4,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88
100,0,0,2,0,4,0,0,1,0,0,0,0,0,0,85,23,7,6,15,4,3,5,4,7,11,0,0,6,12,3,1,6,0,2,1,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
87,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,6,6,8,4,1,3,3,9,13,1,0,6,11,5,1,2,0,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,3,2,0,2,0,0,0,0,0,0,1,0,0,670,247,5,5,10,3,3,1,1,4,11,0,2,4,10,0,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
100,0,1,2,0,2,0,0,0,1,0,0,0,0,0,3923,435,7,8,11,2,3,5,6,4,13,0,2,9,9,6,2,1,0,1,5,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
67,0,2,1,0,3,0,0,1,0,0,0,0,0,0,90,16,3,2,5,4,4,1,1,9,12,0,2,5,13,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
400,0,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,45,21,60,25,18,24,27,1,39,0,4,23,46,8,4,10,0,14,4,6,1,3,11,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
874,0,23,23,0,6,0,0,1,0,0,0,0,0,0,0,0,92,62,143,14,36,23,29,7,92,0,18,37,124,62,4,24,3,35,29,12,1,2,9,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
949,0,39,26,0,6,0,0,0,0,1,0,0,0,0,5,1,97,53,153,25,26,35,38,10,121,3,26,71,117,41,9,23,1,26,22,16,3,0,14,6,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
82,0,11,2,0,2,0,0,0,0,1,0,0,0,0,15,14,5,5,10,2,2,6,4,4,9,0,2,5,15,3,2,1,0,1,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
99,0,0,2,0,2,0,0,1,0,0,0,0,0,0,135,166,8,5,16,2,3,4,5,5,13,0,0,11,10,3,1,3,0,2,1,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
895,0,32,32,0,5,0,0,0,0,0,0,1,0,0,1,1,89,52,131,23,19,27,32,13,110,0,11,49,170,41,4,33,6,30,16,9,1,2,14,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
461,0,13,16,0,8,0,0,0,0,0,1,0,0,0,0,0,35,29,59,16,14,19,26,7,55,0,5,18,97,21,1,11,3,7,17,6,0,2,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,0,6,4,0,5,0,0,0,0,0,0,1,0,0,46,108,10,5,18,4,7,4,4,7,25,1,3,12,28,7,8,3,1,5,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
47,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,6,3,5,2,3,4,4,0,2,4,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,10,38,8,3,4,5,4,23,0,2,10,38,2,5,7,1,9,4,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
98,0,1,2,0,3,0,0,0,0,0,0,0,0,1,9,2,8,5,7,5,7,5,4,7,12,0,3,7,15,3,2,2,1,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
98,0,2,2,0,2,0,0,0,1,0,0,0,0,0,39,5,8,4,16,4,11,1,2,6,12,1,1,7,12,3,1,2,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
92,0,1,3,0,2,0,0,0,0,0,0,1,0,0,21,2,6,3,17,1,4,0,0,7,10,0,4,3,15,5,3,4,1,1,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,48
89,0,2,8,0,2,0,0,0,0,0,0,0,1,0,3,1,6,4,14,4,9,1,2,6,11,1,0,2,17,2,1,1,1,1,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
70,0,3,7,0,2,0,0,1,0,0,0,0,0,0,0,0,1,3,8,2,6,1,1,5,8,0,0,3,22,1,1,2,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,4,2,0,4,0,0,0,0,0,0,0,0,1,38,3,7,3,18,2,4,2,0,8,10,1,1,8,20,5,3,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
73,0,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,5,4,13,2,2,0,0,8,12,1,1,3,12,1,2,2,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
56,0,4,0,0,2,0,0,0,0,0,1,0,0,0,70,17,3,6,7,4,1,2,2,4,4,0,0,3,10,0,2,1,0,1,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
92,0,3,2,0,3,0,0,0,1,0,0,0,0,0,49,27,12,6,19,2,5,1,1,5,10,0,1,2,14,5,2,0,0,4,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
440,0,9,9,0,7,0,0,0,0,0,0,0,1,0,45,102,51,16,63,14,18,10,8,10,52,2,12,35,45,28,5,11,2,16,18,9,0,3,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
88,0,6,0,0,3,0,0,0,0,0,0,0,1,0,1132,828,10,4,11,5,5,0,0,7,15,0,2,9,10,6,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,396
103,0,6,2,0,2,0,0,0,1,0,0,0,0,0,0,0,11,2,16,3,1,4,4,4,13,0,1,6,21,1,2,3,2,3,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3,10,5,4,0,0,5,7,0,1,1,13,0,2,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,4,4,0,3,0,0,0,1,0,0,0,0,0,389,322,8,9,16,7,3,4,3,4,13,0,3,5,21,1,5,2,0,1,2,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,407
78,0,3,9,0,2,0,0,0,0,0,0,1,0,0,5,3,5,3,11,4,1,2,2,4,7,0,3,4,20,1,1,4,0,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
980,0,2,7,0,5,0,0,0,0,0,0,0,0,1,5,1,74,81,141,35,33,25,29,12,139,1,17,90,102,26,10,25,5,55,29,24,1,1,6,8,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1050,0,53,13,0,6,0,0,0,0,0,0,0,1,0,0,0,117,58,126,16,38,26,25,18,126,0,24,70,174,52,13,48,3,34,39,20,1,1,3,5,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,0,29,13,0,8,0,0,0,0,0,0,0,1,0,0,0,147,61,149,36,36,58,52,10,150,0,27,70,135,30,18,41,7,59,35,21,3,3,15,10,7,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,0,21,2,0,5,0,0,0,0,0,0,0,1,0,331,322,30,16,60,18,23,13,8,13,43,1,7,32,45,15,6,6,0,12,7,7,0,3,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,410
381,0,13,2,0,6,0,0,0,0,0,0,0,0,1,17,3,30,13,57,9,17,12,7,13,44,1,6,40,58,22,8,5,0,12,10,8,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
619,0,22,16,0,2,0,0,0,0,0,1,0,0,0,0,0,51,31,109,22,19,21,23,6,74,0,15,36,110,19,14,27,0,10,12,11,0,1,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,6,8,0,6,0,0,0,0,1,0,0,0,0,0,0,1,2,10,4,2,2,0,8,10,0,0,3,23,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,6,6,12,5,2,3,2,5,6,0,1,3,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
77,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,5,7,11,2,3,3,2,4,12,0,2,8,10,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,2,0,4,0,0,1,0,0,0,0,0,0,41,9,4,6,9,2,2,2,1,4,12,0,2,7,17,5,3,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93
90,0,5,4,0,3,0,0,0,0,0,1,0,0,0,1,1,10,6,15,3,6,0,0,4,15,0,1,4,19,1,1,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
123,0,1,2,0,3,0,0,0,0,0,0,1,0,0,2,0,8,9,19,5,10,4,3,8,17,0,2,10,21,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
991,0,39,29,0,7,0,0,0,0,1,0,0,0,0,1592,310,86,70,127,26,47,41,29,5,128,2,22,61,142,45,12,24,9,51,19,17,2,1,4,5,8,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,485
503,0,20,36,0,6,0,0,0,0,0,1,0,0,0,679,64,55,28,78,16,19,14,12,10,65,0,4,26,94,28,2,12,2,12,9,6,1,1,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292
940,0,29,49,0,13,0,0,0,0,0,1,0,0,0,26,4,105,60,140,23,33,17,23,22,123,5,10,54,140,52,17,37,1,31,25,9,0,1,7,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
371,0,21,21,0,5,0,0,1,0,0,0,0,0,0,134,36,46,14,64,15,22,9,10,1,49,1,5,18,59,14,4,3,3,8,10,8,0,0,4,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,133
122,0,6,6,0,3,0,0,0,0,0,0,1,0,0,89,16,17,9,20,4,3,1,0,4,19,0,0,8,24,2,1,2,0,2,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
591,0,21,9,0,2,0,0,1,0,0,0,0,0,0,39,7,76,33,95,22,24,7,7,11,77,4,12,46,72,32,10,20,0,14,12,10,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
91,0,2,0,0,2,0,0,1,0,0,0,0,0,0,337,173,7,8,13,3,6,0,0,5,12,0,2,12,11,1,3,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283
48,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,3,8,1,2,0,0,4,7,1,2,4,8,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,14,0,0,8,0,0,0,0,0,0,1,0,0,0,0,26,11,67,8,18,6,6,12,48,1,2,22,43,12,3,7,0,7,2,7,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,0,25,28,0,25,0,0,0,1,0,0,0,0,0,0,0,74,47,129,18,33,25,23,17,114,2,8,92,135,47,9,25,0,22,18,10,0,7,3,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,7,8,5,4,1,2,5,12,0,2,10,10,2,1,1,0,1,1,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
76,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,5,5,10,4,4,2,2,4,9,1,1,3,14,5,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,4,6,8,3,3,2,1,4,11,0,2,8,10,0,1,1,1,3,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,2,2,0,4,0,0,0,0,1,0,0,0,0,0,0,10,8,19,1,4,3,1,8,15,0,1,9,14,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
793,0,5,25,0,6,0,0,0,0,0,1,0,0,0,409,335,69,55,114,45,16,14,15,12,92,5,14,42,110,18,18,16,3,34,49,23,0,2,6,3,11,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,621
213,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23,15,52,6,10,7,5,11,27,2,4,15,8,14,0,5,0,3,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641,0,35,6,2,16,0,0,0,0,0,0,1,0,0,0,0,56,53,109,32,17,15,5,40,77,4,14,49,99,7,7,24,1,17,2,6,0,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,1,2,0,4,0,0,1,0,0,0,0,0,0,13,1,6,4,10,2,3,2,1,7,10,0,0,8,15,5,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
478,0,10,0,0,17,0,0,1,0,0,0,0,0,0,4,2,53,27,62,11,19,13,6,33,71,2,16,43,59,12,2,13,0,11,1,11,2,2,1,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
121,0,4,2,0,4,0,0,0,0,1,0,0,0,0,177,19,11,5,12,3,4,0,1,10,22,0,2,12,22,5,2,5,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
84,0,0,2,0,3,0,0,0,0,0,0,0,0,1,259,29,7,5,11,2,4,1,1,12,12,0,1,3,10,5,2,1,1,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
87,0,7,0,0,2,0,0,0,0,1,0,0,0,0,18,6,7,6,10,3,8,1,0,5,10,1,2,7,8,7,1,2,0,3,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
897,0,22,12,0,20,3,0,0,0,0,0,0,0,1,256,56,93,48,117,18,33,25,27,50,103,7,20,72,114,43,9,21,2,28,24,19,1,0,8,2,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136
98,0,7,3,0,2,0,0,1,0,0,0,0,0,0,5,0,9,7,17,5,4,1,1,4,15,0,2,6,17,4,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
122,0,3,10,0,3,0,0,0,1,0,0,0,0,0,13,1,16,7,20,4,4,2,1,7,17,1,2,6,26,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
68,0,1,2,0,2,0,0,0,0,0,0,0,0,1,2,0,4,2,7,3,6,1,0,7,9,1,2,5,10,2,1,1,0,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
76,0,4,2,0,3,0,0,1,0,0,0,0,0,0,1645,1011,4,5,7,3,6,2,1,6,12,0,2,6,16,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,922
64,0,2,2,0,2,0,0,0,1,0,0,0,0,0,1,0,6,5,7,3,3,1,1,7,12,0,1,3,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
102,0,5,9,0,2,0,0,0,0,0,1,0,0,0,17,3,9,4,9,3,1,3,3,5,9,0,4,6,25,2,3,4,1,1,4,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
905,0,27,30,0,15,0,0,0,0,0,0,0,1,0,0,0,81,32,115,18,39,25,27,25,107,0,15,62,190,51,7,24,8,24,21,17,0,3,7,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
101,0,0,4,0,4,0,0,0,0,0,0,0,1,0,13,1,6,4,9,5,6,2,1,6,13,0,2,6,27,5,1,2,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1218,0,20,24,0,34,0,0,0,0,0,1,0,0,0,870,132,116,68,171,26,51,32,24,47,172,3,20,72,216,63,16,42,3,24,21,7,2,5,2,3,3,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,52
